,file_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,class_names
308,dataset\cars_train\00309.jpg,50,122,589,338,126,Honda Odyssey Minivan 2007
309,dataset\cars_train\00310.jpg,36,43,407,319,130,Hyundai Santa Fe SUV 2012
310,dataset\cars_train\00311.jpg,1,69,280,228,14,Audi R8 Coupe 2012
311,dataset\cars_train\00312.jpg,53,79,627,464,72,Chevrolet Malibu Sedan 2007
312,dataset\cars_train\00313.jpg,13,44,477,289,23,Audi S4 Sedan 2007
313,dataset\cars_train\00314.jpg,33,71,615,435,86,Dodge Ram Pickup 3500 Quad Cab 2009
314,dataset\cars_train\00315.jpg,555,278,1543,1207,169,Nissan Juke Hatchback 2012
315,dataset\cars_train\00316.jpg,10,29,276,164,122,Geo Metro Convertible 1993
316,dataset\cars_train\00317.jpg,2,48,300,202,157,Maybach Landaulet Convertible 2012
317,dataset\cars_train\00318.jpg,73,159,445,376,10,Aston Martin Virage Coupe 2012
318,dataset\cars_train\00319.jpg,38,8,564,402,46,Buick Regal GS 2012
319,dataset\cars_train\00320.jpg,42,17,440,282,6,Acura ZDX Hatchback 2012
320,dataset\cars_train\00321.jpg,42,63,593,397,93,Dodge Durango SUV 2012
321,dataset\cars_train\00322.jpg,9,304,1009,677,74,Chevrolet Silverado 1500 Regular Cab 2012
322,dataset\cars_train\00323.jpg,161,263,632,415,181,Suzuki Kizashi Sedan 2012
323,dataset\cars_train\00324.jpg,15,26,199,123,185,Toyota Sequoia SUV 2012
324,dataset\cars_train\00325.jpg,12,21,285,142,127,Honda Accord Coupe 2012
325,dataset\cars_train\00326.jpg,29,28,432,249,192,Volvo C30 Hatchback 2012
326,dataset\cars_train\00327.jpg,2,6,546,298,179,Spyker C8 Coupe 2009
327,dataset\cars_train\00328.jpg,41,49,244,176,61,Chevrolet Tahoe Hybrid SUV 2012
328,dataset\cars_train\00329.jpg,10,105,660,475,113,Ford F-150 Regular Cab 2007
329,dataset\cars_train\00330.jpg,168,92,333,305,165,Mercedes-Benz Sprinter Van 2012
330,dataset\cars_train\00331.jpg,26,81,596,391,180,Suzuki Aerio Sedan 2007
331,dataset\cars_train\00332.jpg,76,247,396,396,100,Ferrari FF Coupe 2012
332,dataset\cars_train\00333.jpg,30,110,472,316,102,Ferrari 458 Italia Convertible 2012
333,dataset\cars_train\00334.jpg,179,300,1403,894,21,Audi S5 Coupe 2012
334,dataset\cars_train\00335.jpg,23,31,236,176,124,HUMMER H2 SUT Crew Cab 2009
335,dataset\cars_train\00336.jpg,309,598,1767,995,111,Ford GT Coupe 2006
336,dataset\cars_train\00337.jpg,45,55,530,308,37,BMW Z4 Convertible 2012
337,dataset\cars_train\00338.jpg,14,129,441,360,105,Ford F-450 Super Duty Crew Cab 2012
338,dataset\cars_train\00339.jpg,39,5,234,174,55,Chevrolet Corvette ZR1 2012
339,dataset\cars_train\00340.jpg,139,152,488,305,8,Aston Martin V8 Vantage Coupe 2012
340,dataset\cars_train\00341.jpg,62,116,974,610,66,Chevrolet Malibu Hybrid Sedan 2010
341,dataset\cars_train\00342.jpg,152,195,502,436,168,Nissan NV Passenger Van 2012
342,dataset\cars_train\00343.jpg,63,36,760,504,146,Jeep Liberty SUV 2012
343,dataset\cars_train\00344.jpg,36,59,770,397,144,Jeep Patriot SUV 2012
344,dataset\cars_train\00345.jpg,26,13,234,194,112,Ford F-150 Regular Cab 2012
345,dataset\cars_train\00346.jpg,112,21,2859,1928,62,Chevrolet Sonic Sedan 2012
346,dataset\cars_train\00347.jpg,100,190,907,691,144,Jeep Patriot SUV 2012
347,dataset\cars_train\00348.jpg,14,59,522,266,54,Chevrolet Corvette Convertible 2012
348,dataset\cars_train\00349.jpg,42,82,956,685,88,Dodge Journey SUV 2012
349,dataset\cars_train\00350.jpg,17,52,247,158,85,Dodge Ram Pickup 3500 Crew Cab 2010
350,dataset\cars_train\00351.jpg,13,108,454,305,41,Bentley Continental GT Coupe 2012
351,dataset\cars_train\00352.jpg,107,40,433,240,142,Isuzu Ascender SUV 2008
352,dataset\cars_train\00353.jpg,3,60,499,289,116,Ford Fiesta Sedan 2012
353,dataset\cars_train\00354.jpg,44,212,984,596,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
354,dataset\cars_train\00355.jpg,28,93,1011,675,169,Nissan Juke Hatchback 2012
355,dataset\cars_train\00356.jpg,187,313,1381,1087,114,Ford Focus Sedan 2007
356,dataset\cars_train\00357.jpg,31,47,415,255,38,Bentley Continental Supersports Conv. Convertible 2012
357,dataset\cars_train\00358.jpg,53,116,562,353,28,BMW 3 Series Sedan 2012
358,dataset\cars_train\00359.jpg,27,71,630,422,57,Chevrolet Traverse SUV 2012
359,dataset\cars_train\00360.jpg,12,23,245,176,69,Chevrolet Silverado 1500 Classic Extended Cab 2007
360,dataset\cars_train\00361.jpg,17,64,941,620,118,GMC Savana Van 2012
361,dataset\cars_train\00362.jpg,108,121,539,357,49,Buick Enclave SUV 2012
362,dataset\cars_train\00363.jpg,14,60,402,300,127,Honda Accord Coupe 2012
363,dataset\cars_train\00364.jpg,15,47,286,184,52,Cadillac Escalade EXT Crew Cab 2007
364,dataset\cars_train\00365.jpg,17,82,630,496,52,Cadillac Escalade EXT Crew Cab 2007
365,dataset\cars_train\00366.jpg,67,55,508,338,31,BMW X5 SUV 2007
366,dataset\cars_train\00367.jpg,30,118,618,334,176,Rolls-Royce Phantom Sedan 2012
367,dataset\cars_train\00368.jpg,14,76,292,195,58,Chevrolet Camaro Convertible 2012
368,dataset\cars_train\00369.jpg,40,52,603,357,127,Honda Accord Coupe 2012
369,dataset\cars_train\00370.jpg,57,148,568,363,9,Aston Martin Virage Convertible 2012
370,dataset\cars_train\00371.jpg,5,56,430,245,82,Dodge Caliber Wagon 2012
371,dataset\cars_train\00372.jpg,2,190,371,490,167,Nissan Leaf Hatchback 2012
372,dataset\cars_train\00373.jpg,243,318,805,629,171,Plymouth Neon Coupe 1999
373,dataset\cars_train\00374.jpg,9,184,740,499,5,Acura Integra Type R 2001
374,dataset\cars_train\00375.jpg,122,48,697,401,175,Rolls-Royce Ghost Sedan 2012
375,dataset\cars_train\00376.jpg,74,187,917,734,134,Hyundai Elantra Sedan 2007
376,dataset\cars_train\00377.jpg,20,48,624,453,132,Hyundai Veracruz SUV 2012
377,dataset\cars_train\00378.jpg,16,25,290,215,155,Lincoln Town Car Sedan 2011
378,dataset\cars_train\00379.jpg,119,194,942,586,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
379,dataset\cars_train\00380.jpg,137,76,600,370,98,FIAT 500 Abarth 2012
380,dataset\cars_train\00381.jpg,66,88,455,322,124,HUMMER H2 SUT Crew Cab 2009
381,dataset\cars_train\00382.jpg,4,55,494,365,145,Jeep Wrangler SUV 2012
382,dataset\cars_train\00383.jpg,80,1,549,431,57,Chevrolet Traverse SUV 2012
383,dataset\cars_train\00384.jpg,51,87,489,290,58,Chevrolet Camaro Convertible 2012
384,dataset\cars_train\00385.jpg,217,199,631,358,140,Infiniti G Coupe IPL 2012
385,dataset\cars_train\00386.jpg,65,321,1232,828,55,Chevrolet Corvette ZR1 2012
386,dataset\cars_train\00387.jpg,47,150,1007,635,62,Chevrolet Sonic Sedan 2012
387,dataset\cars_train\00388.jpg,18,53,244,175,130,Hyundai Santa Fe SUV 2012
388,dataset\cars_train\00389.jpg,5,96,409,262,47,Buick Rainier SUV 2007
389,dataset\cars_train\00390.jpg,14,21,782,487,159,McLaren MP4-12C Coupe 2012
390,dataset\cars_train\00391.jpg,433,262,1339,985,165,Mercedes-Benz Sprinter Van 2012
391,dataset\cars_train\00392.jpg,62,220,992,667,3,Acura TL Type-S 2008
392,dataset\cars_train\00393.jpg,110,266,986,700,194,Volvo XC90 SUV 2007
393,dataset\cars_train\00394.jpg,229,126,624,345,146,Jeep Liberty SUV 2012
394,dataset\cars_train\00395.jpg,58,45,205,165,130,Hyundai Santa Fe SUV 2012
395,dataset\cars_train\00396.jpg,21,99,442,295,164,Mercedes-Benz S-Class Sedan 2012
396,dataset\cars_train\00397.jpg,30,29,282,164,22,Audi S4 Sedan 2012
397,dataset\cars_train\00398.jpg,29,93,408,242,39,Bentley Arnage Sedan 2009
398,dataset\cars_train\00399.jpg,121,108,655,387,25,BMW ActiveHybrid 5 Sedan 2012
399,dataset\cars_train\00400.jpg,32,51,260,153,180,Suzuki Aerio Sedan 2007
400,dataset\cars_train\00401.jpg,24,78,366,232,87,Dodge Sprinter Cargo Van 2009
401,dataset\cars_train\00402.jpg,1,18,392,240,16,Audi 100 Sedan 1994
402,dataset\cars_train\00403.jpg,299,199,1415,894,109,Ford Edge SUV 2012
403,dataset\cars_train\00404.jpg,30,132,724,361,179,Spyker C8 Coupe 2009
404,dataset\cars_train\00405.jpg,42,37,624,328,9,Aston Martin Virage Convertible 2012
405,dataset\cars_train\00406.jpg,1,157,990,640,74,Chevrolet Silverado 1500 Regular Cab 2012
406,dataset\cars_train\00407.jpg,19,136,498,329,58,Chevrolet Camaro Convertible 2012
407,dataset\cars_train\00408.jpg,49,76,343,266,18,Audi TT Hatchback 2011
408,dataset\cars_train\00409.jpg,21,66,605,463,188,Toyota 4Runner SUV 2012
409,dataset\cars_train\00410.jpg,31,119,404,248,4,Acura TSX Sedan 2012
410,dataset\cars_train\00411.jpg,52,47,586,260,13,Audi TTS Coupe 2012
411,dataset\cars_train\00412.jpg,195,372,1908,1339,175,Rolls-Royce Ghost Sedan 2012
412,dataset\cars_train\00413.jpg,33,150,613,401,79,Chrysler Crossfire Convertible 2008
413,dataset\cars_train\00414.jpg,316,344,1269,891,85,Dodge Ram Pickup 3500 Crew Cab 2010
414,dataset\cars_train\00415.jpg,81,552,1917,1153,54,Chevrolet Corvette Convertible 2012
415,dataset\cars_train\00416.jpg,122,157,921,587,111,Ford GT Coupe 2006
416,dataset\cars_train\00417.jpg,63,69,603,385,49,Buick Enclave SUV 2012
417,dataset\cars_train\00418.jpg,12,70,388,273,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
418,dataset\cars_train\00419.jpg,50,89,584,387,72,Chevrolet Malibu Sedan 2007
419,dataset\cars_train\00420.jpg,71,64,425,328,98,FIAT 500 Abarth 2012
420,dataset\cars_train\00421.jpg,71,158,690,341,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
421,dataset\cars_train\00422.jpg,32,74,277,203,161,Mercedes-Benz C-Class Sedan 2012
422,dataset\cars_train\00423.jpg,69,59,637,461,84,Dodge Caravan Minivan 1997
423,dataset\cars_train\00424.jpg,22,83,415,322,4,Acura TSX Sedan 2012
424,dataset\cars_train\00425.jpg,48,36,572,300,6,Acura ZDX Hatchback 2012
425,dataset\cars_train\00426.jpg,85,318,1223,863,193,Volvo 240 Sedan 1993
426,dataset\cars_train\00427.jpg,33,128,581,458,116,Ford Fiesta Sedan 2012
427,dataset\cars_train\00428.jpg,33,102,595,429,178,Spyker C8 Convertible 2009
428,dataset\cars_train\00429.jpg,83,182,573,402,72,Chevrolet Malibu Sedan 2007
429,dataset\cars_train\00430.jpg,82,74,589,340,184,Tesla Model S Sedan 2012
430,dataset\cars_train\00431.jpg,47,201,534,426,186,Toyota Camry Sedan 2012
431,dataset\cars_train\00432.jpg,54,128,429,353,162,Mercedes-Benz SL-Class Coupe 2009
432,dataset\cars_train\00433.jpg,58,189,879,642,163,Mercedes-Benz E-Class Sedan 2012
433,dataset\cars_train\00434.jpg,18,50,280,162,170,Nissan 240SX Coupe 1998
434,dataset\cars_train\00435.jpg,20,75,606,325,63,Chevrolet Express Cargo Van 2007
435,dataset\cars_train\00436.jpg,20,51,271,180,50,Cadillac CTS-V Sedan 2012
436,dataset\cars_train\00437.jpg,19,67,412,314,98,FIAT 500 Abarth 2012
437,dataset\cars_train\00438.jpg,52,94,543,323,25,BMW ActiveHybrid 5 Sedan 2012
438,dataset\cars_train\00439.jpg,11,89,644,415,48,Buick Verano Sedan 2012
439,dataset\cars_train\00440.jpg,12,60,456,306,106,Ford Mustang Convertible 2007
440,dataset\cars_train\00441.jpg,30,35,382,235,114,Ford Focus Sedan 2007
441,dataset\cars_train\00442.jpg,53,56,391,278,189,Volkswagen Golf Hatchback 2012
442,dataset\cars_train\00443.jpg,37,60,218,144,142,Isuzu Ascender SUV 2008
443,dataset\cars_train\00444.jpg,4,4,377,277,78,Chrysler 300 SRT-8 2010
444,dataset\cars_train\00445.jpg,121,169,1387,775,179,Spyker C8 Coupe 2009
445,dataset\cars_train\00446.jpg,17,41,465,293,23,Audi S4 Sedan 2007
446,dataset\cars_train\00447.jpg,43,110,462,296,161,Mercedes-Benz C-Class Sedan 2012
447,dataset\cars_train\00448.jpg,37,67,617,437,177,Scion xD Hatchback 2012
448,dataset\cars_train\00449.jpg,66,117,506,289,179,Spyker C8 Coupe 2009
449,dataset\cars_train\00450.jpg,57,59,506,288,14,Audi R8 Coupe 2012
450,dataset\cars_train\00451.jpg,66,90,507,385,188,Toyota 4Runner SUV 2012
451,dataset\cars_train\00452.jpg,59,42,256,165,107,Ford Freestar Minivan 2007
452,dataset\cars_train\00453.jpg,65,91,391,278,120,GMC Acadia SUV 2012
453,dataset\cars_train\00454.jpg,251,299,1423,901,48,Buick Verano Sedan 2012
454,dataset\cars_train\00455.jpg,434,136,1528,829,193,Volvo 240 Sedan 1993
455,dataset\cars_train\00456.jpg,79,63,285,171,41,Bentley Continental GT Coupe 2012
456,dataset\cars_train\00457.jpg,79,91,600,456,117,GMC Terrain SUV 2012
457,dataset\cars_train\00458.jpg,16,96,483,277,107,Ford Freestar Minivan 2007
458,dataset\cars_train\00459.jpg,39,81,597,465,83,Dodge Caliber Wagon 2007
459,dataset\cars_train\00460.jpg,95,139,886,541,181,Suzuki Kizashi Sedan 2012
460,dataset\cars_train\00461.jpg,111,2,553,350,178,Spyker C8 Convertible 2009
461,dataset\cars_train\00462.jpg,5,8,83,58,0,AM General Hummer SUV 2000
462,dataset\cars_train\00463.jpg,113,75,1551,1136,88,Dodge Journey SUV 2012
463,dataset\cars_train\00464.jpg,72,216,884,579,132,Hyundai Veracruz SUV 2012
464,dataset\cars_train\00465.jpg,53,115,565,380,186,Toyota Camry Sedan 2012
465,dataset\cars_train\00466.jpg,104,261,511,480,177,Scion xD Hatchback 2012
466,dataset\cars_train\00467.jpg,47,92,209,178,13,Audi TTS Coupe 2012
467,dataset\cars_train\00468.jpg,1,18,300,147,110,Ford Ranger SuperCab 2011
468,dataset\cars_train\00469.jpg,13,88,483,259,92,Dodge Challenger SRT8 2011
469,dataset\cars_train\00470.jpg,4,9,409,193,91,Dodge Magnum Wagon 2008
470,dataset\cars_train\00471.jpg,3,7,253,165,17,Audi 100 Wagon 1994
471,dataset\cars_train\00472.jpg,34,315,1832,905,139,Hyundai Azera Sedan 2012
472,dataset\cars_train\00473.jpg,18,38,249,178,64,Chevrolet Avalanche Crew Cab 2012
473,dataset\cars_train\00474.jpg,70,125,389,340,128,Honda Accord Sedan 2012
474,dataset\cars_train\00475.jpg,21,85,793,389,182,Suzuki SX4 Hatchback 2012
475,dataset\cars_train\00476.jpg,95,125,585,390,140,Infiniti G Coupe IPL 2012
476,dataset\cars_train\00477.jpg,160,175,923,623,123,HUMMER H3T Crew Cab 2010
477,dataset\cars_train\00478.jpg,9,7,98,81,173,Ram C/V Cargo Van Minivan 2012
478,dataset\cars_train\00479.jpg,133,38,691,514,119,GMC Yukon Hybrid SUV 2012
479,dataset\cars_train\00480.jpg,29,46,239,134,108,Ford Expedition EL SUV 2009
480,dataset\cars_train\00481.jpg,6,44,270,175,14,Audi R8 Coupe 2012
481,dataset\cars_train\00482.jpg,80,91,589,429,183,Suzuki SX4 Sedan 2012
482,dataset\cars_train\00483.jpg,18,26,623,342,89,Dodge Dakota Crew Cab 2010
483,dataset\cars_train\00484.jpg,29,62,509,288,125,Honda Odyssey Minivan 2012
484,dataset\cars_train\00485.jpg,70,118,401,299,76,Chrysler Sebring Convertible 2010
485,dataset\cars_train\00486.jpg,43,74,587,399,57,Chevrolet Traverse SUV 2012
486,dataset\cars_train\00487.jpg,8,23,296,167,47,Buick Rainier SUV 2007
487,dataset\cars_train\00488.jpg,28,35,207,139,55,Chevrolet Corvette ZR1 2012
488,dataset\cars_train\00489.jpg,55,78,454,272,104,Fisker Karma Sedan 2012
489,dataset\cars_train\00490.jpg,21,51,233,163,28,BMW 3 Series Sedan 2012
490,dataset\cars_train\00491.jpg,37,14,358,288,120,GMC Acadia SUV 2012
491,dataset\cars_train\00492.jpg,13,108,612,386,60,Chevrolet Impala Sedan 2007
492,dataset\cars_train\00493.jpg,19,116,700,400,113,Ford F-150 Regular Cab 2007
493,dataset\cars_train\00494.jpg,39,337,1239,711,172,Porsche Panamera Sedan 2012
494,dataset\cars_train\00495.jpg,111,98,863,766,85,Dodge Ram Pickup 3500 Crew Cab 2010
495,dataset\cars_train\00496.jpg,24,132,1021,734,80,Chrysler PT Cruiser Convertible 2008
496,dataset\cars_train\00497.jpg,6,79,470,287,184,Tesla Model S Sedan 2012
497,dataset\cars_train\00498.jpg,78,102,560,368,118,GMC Savana Van 2012
498,dataset\cars_train\00499.jpg,12,31,412,249,158,Mazda Tribute SUV 2011
499,dataset\cars_train\00500.jpg,11,10,291,212,83,Dodge Caliber Wagon 2007
500,dataset\cars_train\00501.jpg,4,30,146,86,160,Mercedes-Benz 300-Class Convertible 1993
501,dataset\cars_train\00502.jpg,1,11,101,84,87,Dodge Sprinter Cargo Van 2009
502,dataset\cars_train\00503.jpg,11,48,491,237,8,Aston Martin V8 Vantage Coupe 2012
503,dataset\cars_train\00504.jpg,45,63,237,138,128,Honda Accord Sedan 2012
504,dataset\cars_train\00505.jpg,49,88,226,172,128,Honda Accord Sedan 2012
505,dataset\cars_train\00506.jpg,26,185,764,610,166,Mitsubishi Lancer Sedan 2012
506,dataset\cars_train\00507.jpg,139,206,590,395,129,Hyundai Veloster Hatchback 2012
507,dataset\cars_train\00508.jpg,85,237,1561,1052,166,Mitsubishi Lancer Sedan 2012
508,dataset\cars_train\00509.jpg,64,130,554,341,20,Audi S5 Convertible 2012
509,dataset\cars_train\00510.jpg,10,73,613,388,113,Ford F-150 Regular Cab 2007
510,dataset\cars_train\00511.jpg,74,43,569,407,98,FIAT 500 Abarth 2012
511,dataset\cars_train\00512.jpg,27,61,265,160,103,Ferrari 458 Italia Coupe 2012
512,dataset\cars_train\00513.jpg,12,164,533,351,39,Bentley Arnage Sedan 2009
513,dataset\cars_train\00514.jpg,18,22,292,163,108,Ford Expedition EL SUV 2009
514,dataset\cars_train\00515.jpg,17,70,282,166,161,Mercedes-Benz C-Class Sedan 2012
515,dataset\cars_train\00516.jpg,18,99,613,427,52,Cadillac Escalade EXT Crew Cab 2007
516,dataset\cars_train\00517.jpg,20,205,1008,694,42,Bentley Continental GT Coupe 2007
517,dataset\cars_train\00518.jpg,34,57,237,178,108,Ford Expedition EL SUV 2009
518,dataset\cars_train\00519.jpg,7,39,254,177,161,Mercedes-Benz C-Class Sedan 2012
519,dataset\cars_train\00520.jpg,14,59,253,142,66,Chevrolet Malibu Hybrid Sedan 2010
520,dataset\cars_train\00521.jpg,122,196,512,439,152,Lamborghini Diablo Coupe 2001
521,dataset\cars_train\00522.jpg,6,7,94,68,0,AM General Hummer SUV 2000
522,dataset\cars_train\00523.jpg,33,151,1000,528,114,Ford Focus Sedan 2007
523,dataset\cars_train\00524.jpg,38,98,590,353,125,Honda Odyssey Minivan 2012
524,dataset\cars_train\00525.jpg,116,148,391,318,75,Chrysler Aspen SUV 2009
525,dataset\cars_train\00526.jpg,26,78,245,161,107,Ford Freestar Minivan 2007
526,dataset\cars_train\00527.jpg,56,3,736,271,190,Volkswagen Golf Hatchback 1991
527,dataset\cars_train\00528.jpg,38,74,213,162,120,GMC Acadia SUV 2012
528,dataset\cars_train\00529.jpg,45,44,563,415,60,Chevrolet Impala Sedan 2007
529,dataset\cars_train\00530.jpg,25,32,236,180,160,Mercedes-Benz 300-Class Convertible 1993
530,dataset\cars_train\00531.jpg,167,396,1945,1016,140,Infiniti G Coupe IPL 2012
531,dataset\cars_train\00532.jpg,26,139,607,343,79,Chrysler Crossfire Convertible 2008
532,dataset\cars_train\00533.jpg,40,68,487,263,134,Hyundai Elantra Sedan 2007
533,dataset\cars_train\00534.jpg,17,120,563,359,138,Hyundai Elantra Touring Hatchback 2012
534,dataset\cars_train\00535.jpg,508,240,1379,955,153,Land Rover Range Rover SUV 2012
535,dataset\cars_train\00536.jpg,29,116,593,409,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
536,dataset\cars_train\00537.jpg,1,328,758,773,171,Plymouth Neon Coupe 1999
537,dataset\cars_train\00538.jpg,56,214,1544,755,106,Ford Mustang Convertible 2007
538,dataset\cars_train\00539.jpg,30,11,413,316,138,Hyundai Elantra Touring Hatchback 2012
539,dataset\cars_train\00540.jpg,3,39,300,128,71,Chevrolet Monte Carlo Coupe 2007
540,dataset\cars_train\00541.jpg,12,52,275,208,121,GMC Canyon Extended Cab 2012
541,dataset\cars_train\00542.jpg,25,78,600,421,85,Dodge Ram Pickup 3500 Crew Cab 2010
542,dataset\cars_train\00543.jpg,8,79,397,240,185,Toyota Sequoia SUV 2012
543,dataset\cars_train\00544.jpg,9,72,633,359,178,Spyker C8 Convertible 2009
544,dataset\cars_train\00545.jpg,5,569,2040,1468,146,Jeep Liberty SUV 2012
545,dataset\cars_train\00546.jpg,40,114,350,285,33,BMW M3 Coupe 2012
546,dataset\cars_train\00547.jpg,63,110,592,351,46,Buick Regal GS 2012
547,dataset\cars_train\00548.jpg,11,36,247,175,12,Audi A5 Coupe 2012
548,dataset\cars_train\00549.jpg,8,5,547,267,12,Audi A5 Coupe 2012
549,dataset\cars_train\00550.jpg,11,130,394,257,97,Eagle Talon Hatchback 1998
550,dataset\cars_train\00551.jpg,227,315,766,532,41,Bentley Continental GT Coupe 2012
551,dataset\cars_train\00552.jpg,4,41,281,148,45,Bugatti Veyron 16.4 Coupe 2009
552,dataset\cars_train\00553.jpg,16,95,628,339,186,Toyota Camry Sedan 2012
553,dataset\cars_train\00554.jpg,41,38,299,190,137,Hyundai Sonata Sedan 2012
554,dataset\cars_train\00555.jpg,37,89,603,317,143,Jaguar XK XKR 2012
555,dataset\cars_train\00556.jpg,101,254,938,605,162,Mercedes-Benz SL-Class Coupe 2009
556,dataset\cars_train\00557.jpg,117,15,723,513,183,Suzuki SX4 Sedan 2012
557,dataset\cars_train\00558.jpg,54,49,528,336,81,Daewoo Nubira Wagon 2002
558,dataset\cars_train\00559.jpg,20,65,612,409,161,Mercedes-Benz C-Class Sedan 2012
559,dataset\cars_train\00560.jpg,7,85,250,191,106,Ford Mustang Convertible 2007
560,dataset\cars_train\00561.jpg,151,169,573,425,20,Audi S5 Convertible 2012
561,dataset\cars_train\00562.jpg,65,95,368,241,58,Chevrolet Camaro Convertible 2012
562,dataset\cars_train\00563.jpg,9,78,899,520,129,Hyundai Veloster Hatchback 2012
563,dataset\cars_train\00564.jpg,45,86,600,355,71,Chevrolet Monte Carlo Coupe 2007
564,dataset\cars_train\00565.jpg,187,117,649,492,182,Suzuki SX4 Hatchback 2012
565,dataset\cars_train\00566.jpg,520,373,1582,1043,28,BMW 3 Series Sedan 2012
566,dataset\cars_train\00567.jpg,19,34,247,159,91,Dodge Magnum Wagon 2008
567,dataset\cars_train\00568.jpg,30,128,402,307,137,Hyundai Sonata Sedan 2012
568,dataset\cars_train\00569.jpg,25,234,1179,675,57,Chevrolet Traverse SUV 2012
569,dataset\cars_train\00570.jpg,10,44,239,193,124,HUMMER H2 SUT Crew Cab 2009
570,dataset\cars_train\00571.jpg,18,34,255,182,130,Hyundai Santa Fe SUV 2012
571,dataset\cars_train\00572.jpg,78,245,896,604,182,Suzuki SX4 Hatchback 2012
572,dataset\cars_train\00573.jpg,141,525,1803,1854,169,Nissan Juke Hatchback 2012
573,dataset\cars_train\00574.jpg,117,95,612,362,81,Daewoo Nubira Wagon 2002
